job_id,salary_usd,experience_level,education_required,years_experience,required_skills,posting_date,industry
AI00558,151942,SE,Bachelor,7,"TensorFlow, Mathematics, Data Visualization, Git, Statistics",2024-11-14,Telecommunications
AI00559,81319,EN,Bachelor,0,"Tableau, TensorFlow, Linux, Python",2025-02-19,Automotive
AI00560,259184,EX,Master,18,"Deep Learning, GCP, Python",2024-07-08,Automotive
AI00561,105668,EX,Associate,11,"Java, Computer Vision, AWS, MLOps, Hadoop",2024-11-24,Retail
AI00562,223289,EX,Associate,14,"Java, Deep Learning, Tableau, Scala, TensorFlow",2025-03-19,Gaming
AI00563,62692,MI,Master,4,"AWS, NLP, Python, Azure",2024-08-15,Retail
AI00564,70084,EN,Associate,0,"Spark, AWS, PyTorch, Mathematics, NLP",2025-03-14,Retail
AI00565,69418,EN,Master,1,"Tableau, AWS, Hadoop",2024-01-31,Manufacturing
AI00566,153083,EX,Bachelor,11,"TensorFlow, Docker, PyTorch",2024-09-23,Government
AI00567,201269,EX,Associate,15,"Mathematics, Deep Learning, Java",2024-05-21,Media
AI00568,148214,EX,Associate,19,"Hadoop, GCP, Tableau, R, Git",2024-11-17,Telecommunications
AI00569,97454,MI,Associate,4,"Docker, Scala, Computer Vision, Linux",2025-03-26,Finance
AI00570,130864,SE,Associate,7,"PyTorch, NLP, SQL, Mathematics",2024-05-30,Retail
AI00571,137934,SE,Bachelor,9,"Python, TensorFlow, Statistics, Scala, Git",2024-10-10,Telecommunications
AI00572,313205,EX,Associate,12,"Kubernetes, AWS, Scala, Spark",2024-02-18,Gaming
AI00573,83357,MI,PhD,4,"Git, Mathematics, Tableau, Hadoop",2024-07-28,Healthcare
AI00574,109917,SE,Bachelor,9,"Git, Computer Vision, MLOps, Python",2024-07-26,Consulting
AI00575,115301,SE,Bachelor,6,"Tableau, Git, Python, TensorFlow, Scala",2024-04-27,Manufacturing
AI00576,53116,EN,Master,0,"Hadoop, Docker, MLOps",2024-05-20,Retail
AI00577,46556,EN,Bachelor,0,"Mathematics, Data Visualization, Python, SQL, Spark",2024-05-26,Technology
AI00578,160078,SE,PhD,5,"Spark, SQL, Python",2024-05-02,Technology
AI00579,111371,EX,Bachelor,18,"SQL, Python, Azure, Docker, NLP",2024-01-11,Gaming
AI00580,64072,EN,PhD,0,"Java, MLOps, Scala, Deep Learning",2025-04-25,Automotive
AI00581,120586,EX,Bachelor,19,"Python, Kubernetes, Computer Vision, GCP",2024-06-20,Automotive
AI00582,182856,EX,Associate,12,"Java, R, Tableau, Computer Vision",2024-04-01,Retail
AI00583,43117,EN,Bachelor,1,"Python, TensorFlow, Git",2024-01-08,Gaming
AI00584,148848,SE,Master,6,"Java, R, PyTorch, Mathematics",2025-01-19,Education
AI00585,49630,EN,Bachelor,0,"Git, Spark, Statistics, MLOps, Mathematics",2024-11-23,Healthcare
AI00586,112595,MI,Bachelor,2,"SQL, Java, Python",2024-03-26,Healthcare
AI00587,49185,EN,PhD,1,"Data Visualization, SQL, Hadoop",2024-12-22,Energy
AI00588,87531,MI,Associate,3,"Scala, Data Visualization, Python, MLOps, Azure",2024-03-03,Manufacturing
AI00589,139122,EX,Master,12,"R, Kubernetes, Spark, Scala",2025-02-19,Healthcare
AI00590,162476,EX,PhD,17,"Linux, Tableau, Scala, AWS, Data Visualization",2024-11-27,Gaming
AI00591,106583,EN,Bachelor,1,"Docker, PyTorch, SQL, Mathematics",2024-09-07,Real Estate
AI00592,160883,EX,PhD,14,"Git, Linux, Kubernetes, Statistics, Python",2024-06-12,Energy
AI00593,138000,EX,Bachelor,11,"Python, PyTorch, R, Hadoop, Docker",2024-08-17,Healthcare
AI00594,47999,EN,PhD,0,"TensorFlow, Hadoop, Data Visualization, Git, Mathematics",2024-08-17,Finance
AI00595,261332,EX,Associate,10,"Git, NLP, Deep Learning, Linux, Kubernetes",2024-12-09,Education
AI00596,117075,SE,Bachelor,8,"Mathematics, Python, Kubernetes",2025-04-24,Gaming
AI00597,97771,MI,Master,3,"Linux, Scala, NLP, Hadoop",2024-05-25,Telecommunications
AI00598,79627,EN,Bachelor,1,"Spark, Hadoop, PyTorch",2025-02-28,Gaming
AI00599,133019,EX,PhD,15,"Linux, Spark, Mathematics, Hadoop",2024-10-23,Transportation
AI00600,216253,EX,PhD,13,"Hadoop, Spark, Linux",2025-04-15,Gaming
AI00601,73822,MI,PhD,3,"Python, Linux, Hadoop",2024-08-19,Automotive
AI00602,169842,EX,Associate,15,"GCP, Mathematics, Git, PyTorch",2024-05-20,Education
AI00603,97370,MI,Master,2,"Deep Learning, Computer Vision, Tableau, Kubernetes",2024-10-14,Consulting
AI00604,106332,EN,Associate,0,"Kubernetes, Tableau, Docker, Scala",2024-08-23,Manufacturing
AI00605,146023,SE,PhD,5,"Python, Docker, SQL, AWS, Scala",2024-09-02,Finance
AI00606,167210,EX,Master,15,"Scala, TensorFlow, Deep Learning",2024-10-15,Technology
AI00607,46796,MI,Bachelor,2,"R, SQL, PyTorch, Mathematics, Deep Learning",2024-08-09,Telecommunications
AI00608,87462,EN,PhD,1,"Git, Statistics, Python",2024-10-25,Government
AI00609,45441,EN,Bachelor,1,"Java, Spark, Azure, SQL, Deep Learning",2024-04-10,Transportation
AI00610,102462,SE,Associate,9,"Python, Hadoop, TensorFlow",2025-02-24,Technology
AI00611,140104,MI,PhD,2,"Deep Learning, PyTorch, Tableau",2024-01-28,Consulting
AI00612,90291,MI,Master,3,"SQL, PyTorch, Tableau",2024-03-20,Real Estate
AI00613,303636,EX,Master,10,"R, Tableau, GCP, MLOps",2024-07-27,Government
AI00614,99041,EN,Bachelor,1,"Python, GCP, Scala, Tableau, Git",2024-03-21,Consulting
AI00615,42279,EN,Master,1,"Statistics, NLP, Python, Kubernetes",2024-12-28,Transportation
AI00616,65919,SE,PhD,7,"Kubernetes, SQL, MLOps, GCP, Docker",2024-01-12,Telecommunications
AI00617,101235,SE,Bachelor,6,"Git, Scala, GCP, Kubernetes, AWS",2024-11-18,Media
AI00618,109969,MI,PhD,4,"Java, PyTorch, Tableau, MLOps, Kubernetes",2024-07-15,Media
AI00619,115496,EX,Master,12,"SQL, Java, GCP, Data Visualization, Computer Vision",2024-02-29,Technology
AI00620,224280,EX,Bachelor,18,"Scala, PyTorch, SQL, Data Visualization, TensorFlow",2024-09-20,Retail
AI00621,50915,MI,Associate,2,"PyTorch, Data Visualization, Spark",2024-10-07,Retail
AI00622,131250,SE,Bachelor,9,"PyTorch, Mathematics, TensorFlow, Hadoop, NLP",2024-08-12,Gaming
AI00623,76339,SE,Bachelor,5,"Computer Vision, SQL, Data Visualization",2024-04-07,Telecommunications
AI00624,70128,EN,Associate,0,"Scala, SQL, GCP, TensorFlow",2024-09-07,Healthcare
AI00625,123728,SE,PhD,9,"Linux, Python, Mathematics",2024-06-14,Government
AI00626,72448,MI,PhD,4,"MLOps, Java, Python, Linux, R",2025-01-26,Transportation
AI00627,90172,SE,Associate,7,"Kubernetes, Python, TensorFlow",2024-01-14,Consulting
AI00628,133372,MI,Master,4,"Azure, GCP, Java, Kubernetes",2025-03-22,Transportation
AI00629,215554,SE,Bachelor,8,"Python, Azure, Statistics, GCP",2024-10-15,Education
AI00630,349562,EX,Associate,15,"Java, GCP, Python, Mathematics, NLP",2024-01-18,Finance
AI00631,137181,EX,Master,19,"Python, Tableau, Linux",2025-03-07,Consulting
AI00632,61587,EN,Associate,0,"GCP, Git, PyTorch",2024-07-18,Transportation
AI00633,151385,EX,Master,14,"Mathematics, Java, Spark",2024-04-29,Consulting
AI00634,109757,SE,Master,7,"Scala, Linux, R",2024-11-02,Consulting
AI00635,176838,SE,Master,6,"TensorFlow, AWS, Linux",2025-03-27,Energy
AI00636,92318,MI,PhD,3,"Spark, R, Python",2025-04-09,Retail
AI00637,92317,EN,Associate,0,"Git, R, TensorFlow, AWS",2025-03-26,Gaming
AI00638,100729,SE,PhD,6,"MLOps, Docker, Hadoop, R",2024-11-18,Energy
AI00639,89020,MI,PhD,2,"Spark, PyTorch, Statistics",2024-04-10,Technology
AI00640,132294,SE,Bachelor,5,"Python, Linux, Statistics, SQL, Hadoop",2025-04-21,Government
AI00641,85887,SE,Bachelor,7,"TensorFlow, Java, PyTorch, Git, Mathematics",2024-05-26,Healthcare
AI00642,66066,MI,Bachelor,4,"R, Java, Python, SQL",2024-12-24,Transportation
AI00643,242433,EX,PhD,15,"Tableau, Hadoop, SQL, Spark",2024-08-12,Retail
AI00644,84450,MI,Master,3,"Docker, PyTorch, GCP, NLP, TensorFlow",2024-12-31,Telecommunications
AI00645,69485,MI,Associate,4,"Linux, Kubernetes, GCP, Git",2024-07-16,Healthcare
AI00646,116320,EX,Bachelor,17,"Kubernetes, Python, Deep Learning",2024-04-06,Healthcare
AI00647,54457,MI,Master,4,"Azure, Mathematics, R",2024-08-06,Government
AI00648,146370,SE,Master,9,"Hadoop, Spark, Deep Learning, Mathematics, Git",2024-11-21,Gaming
AI00649,150795,SE,Bachelor,8,"Docker, Python, Computer Vision, PyTorch, Hadoop",2024-01-05,Retail
AI00650,91012,SE,PhD,9,"Kubernetes, Git, Scala",2024-11-15,Technology
AI00651,102675,EX,Associate,12,"Kubernetes, Scala, Python",2024-11-06,Healthcare
AI00652,86410,SE,Associate,5,"Kubernetes, Git, Scala, Deep Learning",2025-02-23,Gaming
AI00653,222869,EX,Master,14,"Hadoop, SQL, Computer Vision",2025-02-07,Gaming
AI00654,106477,SE,PhD,7,"Azure, Java, NLP, Spark, Computer Vision",2024-06-29,Media
AI00655,148341,MI,Bachelor,4,"R, Java, Tableau, Data Visualization",2024-04-09,Real Estate
AI00656,195999,EX,Associate,16,"Linux, Git, NLP, Deep Learning",2024-12-07,Retail
AI00657,142309,SE,PhD,8,"Scala, SQL, AWS, Tableau",2024-06-25,Consulting
AI00658,153558,SE,Bachelor,9,"Git, SQL, Data Visualization, TensorFlow",2024-09-18,Telecommunications
AI00659,112920,SE,PhD,8,"GCP, Python, Linux, TensorFlow, Deep Learning",2024-04-15,Retail
AI00660,236175,EX,Associate,15,"Computer Vision, R, Java",2024-05-30,Consulting
AI00661,118402,SE,Master,7,"Hadoop, Scala, Python",2024-02-13,Healthcare
AI00662,112606,MI,Master,2,"Kubernetes, Python, NLP",2024-02-08,Technology
AI00663,88916,EN,Master,1,"Mathematics, Tableau, Data Visualization, Java, Hadoop",2024-12-08,Automotive
AI00664,145141,EX,Master,17,"Kubernetes, Python, Deep Learning, Java",2024-10-27,Consulting
AI00665,149673,EX,Master,15,"SQL, Hadoop, Java, Azure, TensorFlow",2024-06-27,Technology
AI00666,78123,MI,Bachelor,4,"GCP, Spark, Azure, R",2024-09-10,Consulting
AI00667,38010,EN,Bachelor,0,"Docker, Kubernetes, Git",2024-05-30,Energy
AI00668,118524,SE,Associate,5,"Computer Vision, Statistics, R",2024-05-31,Energy
AI00669,46335,EN,Master,1,"MLOps, Kubernetes, Azure, Git, Python",2024-04-04,Transportation
AI00670,52062,EN,Bachelor,0,"Azure, Python, NLP, TensorFlow",2025-01-19,Retail
AI00671,204346,EX,Master,17,"Computer Vision, Azure, Java, Data Visualization",2024-06-09,Real Estate
AI00672,82249,SE,Bachelor,6,"Python, Spark, TensorFlow, Hadoop",2025-04-02,Technology
AI00673,184631,EX,Bachelor,12,"Linux, NLP, Kubernetes",2024-03-10,Manufacturing
AI00674,113269,EX,Associate,18,"Tableau, Azure, GCP, Mathematics",2024-06-07,Finance
AI00675,231074,EX,Bachelor,17,"Java, Scala, MLOps, Data Visualization, Azure",2024-07-19,Retail
AI00676,103963,MI,PhD,3,"Scala, Java, Python, NLP",2024-11-06,Real Estate
AI00677,146154,SE,PhD,7,"Tableau, Kubernetes, Spark, Git",2025-03-03,Technology
AI00678,60380,EN,Associate,1,"Scala, Kubernetes, Computer Vision",2024-12-07,Technology
AI00679,65442,EN,Associate,0,"R, GCP, SQL",2024-03-06,Media
AI00680,88616,SE,PhD,8,"Docker, Azure, Scala",2024-10-15,Education
AI00681,85469,SE,Bachelor,5,"Deep Learning, Mathematics, PyTorch, GCP",2024-06-03,Finance
AI00682,70047,MI,Bachelor,2,"TensorFlow, R, Git, Java, Linux",2025-04-25,Telecommunications
AI00683,193865,EX,Master,11,"Linux, Docker, Data Visualization, SQL, NLP",2024-01-27,Manufacturing
AI00684,40586,EN,PhD,0,"TensorFlow, SQL, Tableau",2024-05-02,Telecommunications
AI00685,86218,SE,Associate,5,"SQL, Linux, Scala, Statistics, Hadoop",2025-01-18,Retail
AI00686,154077,EX,Master,17,"SQL, Hadoop, TensorFlow",2025-01-06,Automotive
AI00687,91434,SE,Bachelor,5,"AWS, Python, Linux, Scala, TensorFlow",2024-06-13,Real Estate
AI00688,40034,EN,PhD,1,"Docker, Computer Vision, NLP",2024-11-27,Healthcare
AI00689,63832,MI,Master,3,"Hadoop, R, Java",2025-03-28,Gaming
AI00690,89120,SE,Master,9,"Docker, Hadoop, Python, Tableau",2024-11-25,Retail
AI00691,77360,MI,PhD,2,"Kubernetes, Java, NLP, Deep Learning, R",2024-12-08,Finance
AI00692,203751,EX,Associate,10,"Tableau, Docker, Java, Statistics, Hadoop",2024-07-12,Manufacturing
AI00693,221809,EX,Bachelor,14,"Git, Java, Mathematics, NLP, AWS",2024-04-12,Media
AI00694,104780,SE,PhD,8,"SQL, PyTorch, Deep Learning, Tableau",2025-04-15,Telecommunications
AI00695,107828,SE,Master,8,"Java, AWS, Python, Data Visualization, TensorFlow",2024-11-09,Healthcare
AI00696,101302,EN,Master,0,"Data Visualization, AWS, Python, Kubernetes",2024-09-09,Telecommunications
AI00697,174571,EX,Master,17,"Linux, R, NLP, Mathematics",2024-11-26,Real Estate
AI00698,84547,MI,Bachelor,3,"Spark, R, NLP, Computer Vision",2025-02-13,Consulting
AI00699,77553,SE,Bachelor,5,"PyTorch, GCP, Kubernetes, Spark",2024-08-26,Media
AI00700,67912,MI,PhD,3,"Python, Kubernetes, SQL",2024-03-11,Healthcare
AI00701,43910,EN,Bachelor,0,"GCP, Python, Azure, Linux, Deep Learning",2024-05-17,Finance
AI00702,101440,MI,Bachelor,4,"Git, R, NLP",2025-04-17,Government
AI00703,59027,MI,Master,3,"Git, R, Python, Mathematics, Kubernetes",2024-08-26,Gaming
AI00704,63073,EN,Associate,0,"Scala, AWS, NLP, Hadoop, Data Visualization",2024-08-20,Transportation
AI00705,66881,EN,Associate,0,"Scala, GCP, Java",2025-01-05,Technology
AI00706,55576,EN,Bachelor,0,"Git, PyTorch, MLOps, NLP",2025-03-09,Retail
AI00707,283696,EX,PhD,18,"Scala, Git, MLOps",2024-10-12,Transportation
AI00708,233692,EX,Associate,13,"SQL, PyTorch, Tableau",2024-12-10,Transportation
AI00709,100620,EX,Bachelor,13,"R, Python, Mathematics, Computer Vision",2025-02-14,Education
AI00710,88800,MI,Associate,2,"Python, TensorFlow, Linux",2024-09-10,Telecommunications
AI00711,104307,EX,Master,12,"Hadoop, Git, Python, PyTorch",2024-04-20,Gaming
AI00712,61847,MI,Associate,4,"Java, SQL, Docker, Tableau",2024-12-22,Education
AI00713,57025,EN,PhD,0,"Python, Git, NLP",2024-12-18,Consulting
AI00714,66576,MI,Bachelor,3,"Data Visualization, Git, Python, NLP",2024-08-07,Energy
AI00715,112261,SE,Master,6,"Spark, Java, SQL, Azure",2024-06-10,Technology
AI00716,201387,EX,Bachelor,13,"Git, Mathematics, Computer Vision, SQL",2025-03-28,Consulting
AI00717,112934,MI,Associate,3,"TensorFlow, GCP, NLP, Docker",2025-02-18,Energy
AI00718,108067,MI,PhD,2,"Python, Linux, Git, PyTorch",2024-04-07,Automotive
AI00719,107490,SE,Master,8,"Kubernetes, MLOps, AWS",2025-01-31,Retail
AI00720,150456,EX,Bachelor,11,"Spark, TensorFlow, Hadoop",2024-02-12,Automotive
AI00721,106457,EX,Bachelor,13,"PyTorch, Python, NLP, Spark",2024-04-27,Finance
AI00722,60806,MI,PhD,4,"Kubernetes, NLP, Azure",2024-01-30,Media
AI00723,85293,MI,Associate,4,"Linux, Scala, Kubernetes, Deep Learning, Tableau",2024-12-15,Education
AI00724,230849,SE,Bachelor,5,"Scala, Python, Data Visualization",2025-04-01,Media
AI00725,163009,SE,Bachelor,7,"NLP, PyTorch, Python, Mathematics, Docker",2024-09-23,Transportation
AI00726,98449,SE,Master,6,"Scala, AWS, Git, GCP, TensorFlow",2024-07-20,Consulting
AI00727,84501,SE,Bachelor,7,"Scala, Java, Data Visualization, Mathematics, AWS",2024-01-10,Technology
AI00728,176592,EX,PhD,15,"Kubernetes, Hadoop, GCP",2024-12-19,Energy
AI00729,60973,EN,Associate,1,"SQL, Deep Learning, Tableau, Kubernetes, Data Visualization",2025-04-09,Manufacturing
AI00730,41326,EN,Associate,0,"SQL, Git, PyTorch",2025-01-24,Gaming
AI00731,80463,EN,PhD,0,"Statistics, Computer Vision, Tableau, Python, TensorFlow",2024-10-29,Telecommunications
AI00732,43605,EN,PhD,0,"Azure, GCP, Python, TensorFlow, PyTorch",2025-03-11,Gaming
AI00733,237830,EX,Master,10,"Scala, Python, Mathematics, AWS",2025-03-18,Retail
AI00734,134808,SE,PhD,6,"Statistics, NLP, Python, Kubernetes",2024-11-28,Automotive
AI00735,210609,EX,PhD,10,"Spark, Java, Python, Statistics",2024-11-15,Manufacturing
AI00736,114392,EX,Master,18,"Scala, Python, SQL, TensorFlow",2024-04-19,Finance
AI00737,125444,SE,Bachelor,7,"SQL, Deep Learning, Python",2024-02-06,Energy
AI00738,94854,EN,PhD,1,"SQL, MLOps, Deep Learning",2024-10-06,Education
AI00739,47919,EN,PhD,1,"Computer Vision, MLOps, TensorFlow",2025-03-05,Gaming
AI00740,95469,MI,Master,4,"Scala, TensorFlow, Tableau, GCP, AWS",2024-10-09,Media
AI00741,145886,EX,PhD,11,"Docker, GCP, Computer Vision",2024-02-07,Real Estate
AI00742,168131,EX,PhD,18,"GCP, SQL, Scala",2025-01-04,Government
AI00743,110003,EN,Bachelor,0,"Data Visualization, Tableau, TensorFlow",2024-02-23,Healthcare
AI00744,128378,SE,Bachelor,9,"Git, AWS, MLOps, Linux",2024-04-06,Finance
AI00745,88058,SE,Associate,5,"Git, AWS, Java, PyTorch",2024-11-11,Automotive
AI00746,46224,EN,PhD,1,"Scala, SQL, Azure",2025-02-28,Retail
AI00747,94183,MI,PhD,3,"Docker, SQL, Scala, Deep Learning, Mathematics",2024-01-21,Automotive
AI00748,222528,EX,PhD,16,"Linux, Git, Data Visualization",2024-09-15,Telecommunications
AI00749,73953,MI,PhD,4,"Tableau, Python, Data Visualization, Statistics",2025-01-01,Retail
AI00750,146692,EX,Bachelor,17,"Data Visualization, Scala, Java, GCP, Azure",2024-02-17,Education
AI00751,63479,EN,PhD,1,"NLP, Deep Learning, Mathematics, Computer Vision, Hadoop",2024-10-17,Manufacturing
AI00752,63982,MI,PhD,3,"SQL, Spark, Computer Vision, Azure, R",2025-02-10,Energy
AI00753,64885,EN,Bachelor,0,"Hadoop, GCP, NLP, MLOps, Deep Learning",2024-02-26,Automotive
AI00754,137927,EX,Associate,14,"Azure, Hadoop, Git",2025-01-08,Transportation
AI00755,167929,SE,Bachelor,6,"Linux, Data Visualization, R, MLOps",2024-08-04,Media
AI00756,92628,MI,PhD,2,"SQL, Azure, Tableau",2024-01-07,Consulting
AI00757,169198,EX,Master,18,"Docker, Git, Statistics",2025-02-26,Telecommunications
AI00758,47386,EN,Master,0,"AWS, MLOps, Scala, Hadoop, Python",2025-03-06,Government
AI00759,53057,EN,PhD,0,"PyTorch, R, TensorFlow, Python, Hadoop",2025-03-28,Consulting
AI00760,166340,SE,Bachelor,6,"Azure, Python, Linux, Kubernetes, SQL",2024-05-07,Retail
AI00761,140497,SE,Master,7,"Deep Learning, PyTorch, Computer Vision, Linux, Docker",2024-06-15,Technology
AI00762,84288,EN,Master,1,"Kubernetes, SQL, GCP, Azure, Python",2024-01-18,Telecommunications
AI00763,66276,MI,Bachelor,4,"Linux, Python, Mathematics",2025-01-18,Gaming
AI00764,73556,EN,Master,1,"PyTorch, Data Visualization, MLOps, Spark, Docker",2025-01-05,Education
AI00765,94446,SE,Master,9,"Kubernetes, TensorFlow, GCP, Linux",2025-01-25,Manufacturing
AI00766,122645,EX,PhD,12,"MLOps, Python, Git, Kubernetes",2024-09-27,Automotive
AI00767,262925,EX,PhD,15,"Python, Kubernetes, Azure, TensorFlow, Java",2024-02-06,Media
AI00768,169198,EX,Bachelor,15,"Linux, Python, MLOps, NLP",2025-03-04,Education
AI00769,109118,SE,PhD,9,"PyTorch, SQL, Computer Vision",2025-02-23,Media
AI00770,155622,SE,Master,5,"Tableau, TensorFlow, Docker, Python",2024-12-17,Finance
AI00771,188924,EX,PhD,16,"SQL, Hadoop, Computer Vision, R, GCP",2024-05-20,Real Estate
AI00772,86629,MI,PhD,2,"Python, SQL, Kubernetes, Computer Vision, Java",2025-02-25,Telecommunications
AI00773,104981,SE,Master,5,"Git, Scala, Azure",2025-01-22,Government
AI00774,87507,EX,Associate,18,"PyTorch, Hadoop, Git, Computer Vision, R",2025-02-28,Energy
AI00775,66992,MI,Master,2,"Kubernetes, Deep Learning, Tableau, Spark, Java",2024-01-05,Gaming
AI00776,96225,MI,Master,4,"Python, R, Mathematics, Computer Vision",2024-03-11,Technology
AI00777,55320,EN,Master,0,"Linux, GCP, Git, PyTorch, Docker",2024-12-22,Automotive
AI00778,152846,EX,Master,15,"PyTorch, Statistics, Tableau",2024-07-23,Automotive
AI00779,60829,EN,Master,1,"Python, Mathematics, NLP, Kubernetes, Hadoop",2025-03-09,Gaming
AI00780,48427,EN,Master,0,"Python, TensorFlow, Statistics, Git, Java",2024-12-21,Transportation
AI00781,145966,EX,Bachelor,18,"Tableau, Azure, NLP, MLOps",2025-01-03,Gaming
AI00782,175737,SE,Associate,8,"Kubernetes, TensorFlow, Statistics",2024-01-22,Telecommunications
AI00783,268001,EX,Master,11,"R, Linux, Python, Computer Vision",2024-07-03,Real Estate
AI00784,129418,MI,Bachelor,4,"Tableau, Git, Hadoop",2025-03-05,Healthcare
AI00785,129638,SE,Master,9,"Deep Learning, Statistics, Spark, Kubernetes, Scala",2025-03-29,Healthcare
AI00786,103620,SE,Bachelor,8,"Python, TensorFlow, PyTorch, Hadoop",2024-08-26,Automotive
AI00787,84718,MI,Bachelor,2,"Python, R, MLOps",2024-09-07,Telecommunications
AI00788,56723,MI,Associate,3,"Python, AWS, Azure, Statistics",2024-01-25,Consulting
AI00789,108228,SE,Bachelor,5,"Data Visualization, Python, NLP, Mathematics, Kubernetes",2024-06-05,Finance
AI00790,86453,EN,Bachelor,1,"Computer Vision, Spark, SQL, PyTorch",2025-01-13,Energy
AI00791,57729,MI,Associate,2,"GCP, TensorFlow, Linux, Data Visualization, SQL",2024-12-05,Automotive
AI00792,64180,EN,PhD,1,"SQL, Python, Computer Vision",2024-06-14,Consulting
AI00793,139082,SE,Master,9,"Tableau, Scala, Docker, NLP",2024-06-30,Technology
AI00794,114575,EN,Master,0,"R, PyTorch, Deep Learning, SQL",2025-03-10,Government
AI00795,119161,SE,PhD,5,"TensorFlow, R, Python, Mathematics",2024-03-09,Energy
AI00796,132334,EX,Associate,11,"Statistics, Kubernetes, MLOps, AWS",2024-03-27,Telecommunications
AI00797,55149,EN,Master,0,"Java, Mathematics, GCP, Linux, NLP",2024-10-15,Media
AI00798,153207,EX,Master,11,"Spark, Computer Vision, Data Visualization, NLP",2025-04-09,Education
AI00799,93743,EN,Associate,1,"Python, Git, GCP, Computer Vision, TensorFlow",2024-07-07,Technology
AI00800,283569,EX,PhD,16,"Azure, R, Kubernetes",2025-01-07,Real Estate
AI00801,173652,EX,Bachelor,12,"Azure, Scala, PyTorch",2025-03-09,Real Estate
AI00802,154607,EX,PhD,12,"SQL, Tableau, Data Visualization, NLP, Hadoop",2024-09-24,Government
AI00803,213979,EX,Master,12,"Data Visualization, Docker, SQL",2024-09-04,Telecommunications
AI00804,55483,EN,Associate,1,"Docker, Git, Azure",2024-07-16,Finance
AI00805,72300,MI,PhD,3,"Git, Java, TensorFlow",2025-04-08,Media
AI00806,89872,SE,Master,5,"Java, Git, TensorFlow, Data Visualization",2025-01-03,Retail
AI00807,66331,EN,Associate,1,"GCP, Tableau, Python, Data Visualization, NLP",2024-04-27,Telecommunications
AI00808,42890,EN,Associate,1,"Git, PyTorch, SQL",2024-02-12,Finance
AI00809,136966,MI,Bachelor,2,"Java, Scala, Data Visualization, Mathematics, Azure",2025-04-22,Manufacturing
AI00810,202404,EX,Bachelor,14,"Java, Scala, Deep Learning, Docker, NLP",2024-05-06,Finance
AI00811,81796,SE,Bachelor,5,"Python, Data Visualization, TensorFlow, Git, Azure",2025-01-16,Real Estate
AI00812,136668,SE,Master,5,"R, Python, Scala, Linux",2024-04-14,Automotive
AI00813,51557,EN,Master,1,"Python, SQL, NLP",2024-03-22,Finance
AI00814,63794,EN,Master,1,"Docker, Tableau, Computer Vision",2024-09-06,Government
AI00815,118833,SE,Master,5,"Azure, PyTorch, Hadoop",2024-04-19,Healthcare
AI00816,107720,EN,PhD,1,"PyTorch, Git, Deep Learning, Docker",2024-12-17,Consulting
AI00817,158240,SE,Bachelor,7,"NLP, Docker, Spark, SQL",2024-11-10,Gaming
AI00818,192550,EX,PhD,17,"SQL, Tableau, Spark",2024-01-03,Automotive
AI00819,143010,SE,Master,7,"R, PyTorch, GCP, SQL, Scala",2024-05-17,Telecommunications
AI00820,61684,EN,Bachelor,1,"TensorFlow, Deep Learning, Hadoop, Docker",2024-04-04,Consulting
AI00821,135830,EX,Associate,17,"Hadoop, Data Visualization, AWS, Computer Vision",2025-03-24,Telecommunications
AI00822,80796,SE,Associate,6,"TensorFlow, GCP, Kubernetes, Python, Docker",2024-09-06,Automotive
AI00823,63765,EN,Associate,0,"Python, Spark, MLOps, Azure, Linux",2025-01-17,Automotive
AI00824,113684,MI,PhD,2,"Kubernetes, Python, Data Visualization, Hadoop",2024-07-19,Real Estate
AI00825,67793,MI,PhD,2,"Docker, Linux, Mathematics",2024-09-13,Gaming
AI00826,36696,EN,Bachelor,1,"R, Spark, PyTorch, Java, Linux",2024-11-03,Media
AI00827,189666,EX,Bachelor,13,"Scala, PyTorch, Statistics, Hadoop",2024-05-01,Media
AI00828,144259,EX,PhD,10,"MLOps, SQL, Git, PyTorch",2024-03-09,Telecommunications
AI00829,80853,MI,Bachelor,3,"Deep Learning, SQL, Python, Java",2024-01-03,Automotive
AI00830,63854,MI,PhD,2,"TensorFlow, NLP, Git, Spark",2024-09-14,Gaming
AI00831,202935,EX,Master,12,"Linux, Git, Computer Vision, Mathematics",2024-06-11,Energy
AI00832,34007,EN,Bachelor,1,"PyTorch, TensorFlow, Azure, Docker, Data Visualization",2024-03-08,Automotive
AI00833,91619,SE,PhD,6,"AWS, SQL, PyTorch",2025-04-14,Government
AI00834,143704,SE,Associate,6,"SQL, TensorFlow, MLOps, Git",2024-11-06,Government
AI00835,86391,SE,Bachelor,5,"MLOps, PyTorch, Git, TensorFlow",2025-04-09,Telecommunications
AI00836,114323,MI,PhD,2,"Java, GCP, MLOps, Tableau, Linux",2025-04-16,Real Estate
AI00837,123019,MI,Bachelor,4,"MLOps, Mathematics, Deep Learning",2025-04-28,Healthcare
AI00838,54256,EN,Bachelor,0,"Azure, Java, Data Visualization",2024-08-22,Healthcare
AI00839,86315,MI,PhD,3,"Tableau, GCP, MLOps",2025-04-27,Real Estate
AI00840,82655,MI,PhD,4,"SQL, Linux, Java, PyTorch",2024-06-12,Finance
AI00841,65988,EN,PhD,0,"Hadoop, MLOps, Computer Vision, Tableau",2024-04-08,Real Estate
AI00842,200761,EX,Bachelor,19,"Scala, AWS, Python, TensorFlow",2025-01-08,Telecommunications
